Document_No,Dominant_Topic,media,political elite,other,public
10775,3.0,0,0,0,1
10776,3.0,0,0,0,1
10780,3.0,0,0,0,1
10777,1.0,0,0,0,1
10781,1.0,0,0,0,1
10784,2.0,0,0,0,1
10785,0.0,0,0,0,1
12494,1.0,0,0,0,1
10787,4.0,0,0,0,1
10789,0.0,0,0,0,1
10791,3.0,0,0,0,1
10792,3.0,0,0,0,1
10794,2.0,0,0,0,1
11987,2.0,0,0,0,1
10795,1.0,0,0,0,1
10796,0.0,0,0,0,1
10798,3.0,0,0,0,1
10799,1.0,0,0,0,1
10800,0.0,0,0,0,1
10801,1.0,0,0,0,1
10939,0.0,0,0,0,1
10942,0.0,0,0,0,1
10802,3.0,0,0,0,1
10804,0.0,0,0,0,1
10805,2.0,0,0,0,1
10808,2.0,0,0,0,1
10809,3.0,0,0,0,1
10810,3.0,0,0,0,1
10811,3.0,0,0,0,1
10813,3.0,0,0,0,1
10815,2.0,0,0,0,1
10816,3.0,0,0,0,1
10817,1.0,0,0,0,1
10818,2.0,0,0,0,1
10819,2.0,0,0,0,1
10822,3.0,0,0,0,1
10965,1.0,0,0,0,1
10823,2.0,0,0,0,1
10825,2.0,0,0,0,1
10826,1.0,0,0,0,1
10828,0.0,0,0,0,1
10829,0.0,0,0,0,1
10830,2.0,0,0,0,1
10831,1.0,0,0,0,1
11299,2.0,0,0,0,1
10832,1.0,0,0,0,1
10834,3.0,0,0,0,1
10836,1.0,0,0,0,1
10837,1.0,0,0,0,1
10838,2.0,0,0,0,1
10840,3.0,0,0,0,1
10841,1.0,0,0,0,1
10842,1.0,0,0,0,1
10843,3.0,0,0,0,1
10847,1.0,0,0,0,1
10848,0.0,0,0,0,1
10849,1.0,0,0,0,1
10852,0.0,0,0,0,1
10853,3.0,0,0,0,1
10855,2.0,0,0,0,1
10856,0.0,0,0,0,1
10859,3.0,0,0,0,1
10860,4.0,0,0,0,1
10861,1.0,0,0,0,1
10862,2.0,0,0,0,1
10863,0.0,0,0,0,1
11765,3.0,0,0,0,1
12616,0.0,0,0,0,1
12629,1.0,0,0,0,1
10865,2.0,0,0,0,1
10866,3.0,0,0,0,1
10867,3.0,0,0,0,1
10868,1.0,0,0,0,1
10869,1.0,0,0,0,1
10871,4.0,0,0,0,1
10872,0.0,0,0,0,1
10874,4.0,0,0,0,1
10876,1.0,0,0,0,1
10877,1.0,0,0,0,1
10878,3.0,0,0,0,1
10879,1.0,0,0,0,1
10880,1.0,0,0,0,1
10881,2.0,0,0,0,1
12847,1.0,0,0,0,1
10882,0.0,0,0,0,1
10883,3.0,0,0,0,1
10885,0.0,0,0,0,1
10887,1.0,0,0,0,1
10918,1.0,0,0,0,1
10921,1.0,0,0,0,1
10989,0.0,0,0,0,1
11079,2.0,0,0,0,1
10886,2.0,0,0,0,1
10888,1.0,0,0,0,1
10890,2.0,0,0,0,1
10891,1.0,0,0,0,1
10892,0.0,0,0,0,1
11877,2.0,0,0,0,1
10893,4.0,0,0,0,1
11318,2.0,0,0,0,1
10895,1.0,0,0,0,1
10898,2.0,0,0,0,1
10899,1.0,0,0,0,1
10900,0.0,0,0,0,1
10917,0.0,0,0,0,1
10901,2.0,0,0,0,1
10902,0.0,0,0,0,1
10904,1.0,0,0,0,1
10905,1.0,0,0,0,1
10906,2.0,0,0,0,1
10907,0.0,0,0,0,1
10908,3.0,0,0,0,1
10909,0.0,0,0,0,1
10910,3.0,0,0,0,1
10911,1.0,0,0,0,1
10912,3.0,0,0,0,1
10914,4.0,0,0,0,1
10920,4.0,0,0,0,1
10922,4.0,0,0,0,1
10915,3.0,0,0,0,1
10916,1.0,0,0,0,1
10919,3.0,0,0,0,1
10923,3.0,0,0,0,1
10924,2.0,0,0,0,1
10925,0.0,0,0,0,1
11116,1.0,0,0,0,1
10926,4.0,0,0,0,1
10927,2.0,0,0,0,1
10928,2.0,0,0,0,1
10929,0.0,0,0,0,1
10931,1.0,0,0,0,1
10932,3.0,0,0,0,1
10933,1.0,0,0,0,1
10936,1.0,0,0,0,1
10937,1.0,0,0,0,1
10940,2.0,0,0,0,1
10941,0.0,0,0,0,1
10943,1.0,0,0,0,1
10944,1.0,0,0,0,1
10946,0.0,0,0,0,1
10947,0.0,0,0,0,1
10948,3.0,0,0,0,1
10950,0.0,0,0,0,1
10951,1.0,0,0,0,1
10952,0.0,0,0,0,1
10953,1.0,0,0,0,1
11062,1.0,0,0,0,1
10954,4.0,0,0,0,1
10955,0.0,0,0,0,1
10956,2.0,0,0,0,1
10959,2.0,0,0,0,1
10960,3.0,0,0,0,1
10962,0.0,0,0,0,1
10963,1.0,0,0,0,1
10964,1.0,0,0,0,1
10966,0.0,0,0,0,1
10967,1.0,0,0,0,1
10970,3.0,0,0,0,1
10972,3.0,0,0,0,1
10973,0.0,0,0,0,1
10976,2.0,0,0,0,1
10978,0.0,0,0,0,1
10979,2.0,0,0,0,1
11024,0.0,0,0,0,1
10980,0.0,0,0,0,1
10981,3.0,0,0,0,1
10983,2.0,0,0,0,1
10984,3.0,0,0,0,1
10986,0.0,0,0,0,1
10987,0.0,0,0,0,1
10991,3.0,0,0,0,1
10992,0.0,0,0,0,1
10993,1.0,0,0,0,1
10994,2.0,0,0,0,1
10997,2.0,0,0,0,1
11010,2.0,0,0,0,1
11011,2.0,0,0,0,1
10995,0.0,0,0,0,1
10996,2.0,0,0,0,1
10998,0.0,0,0,0,1
10999,3.0,0,0,0,1
11003,0.0,0,0,0,1
11004,0.0,0,0,0,1
11006,2.0,0,0,0,1
11007,1.0,0,0,0,1
11008,3.0,0,0,0,1
11009,2.0,0,0,0,1
11013,4.0,0,0,0,1
11014,1.0,0,0,0,1
11015,3.0,0,0,0,1
11017,3.0,0,0,0,1
11033,3.0,0,0,0,1
11018,2.0,0,0,0,1
11021,1.0,0,0,0,1
11022,2.0,0,0,0,1
11023,3.0,0,0,0,1
11025,3.0,0,0,0,1
11026,0.0,0,0,0,1
11027,3.0,0,0,0,1
11028,3.0,0,0,0,1
11029,0.0,0,0,0,1
11030,0.0,0,0,0,1
11031,3.0,0,0,0,1
11034,2.0,0,0,0,1
11035,1.0,0,0,0,1
11036,2.0,0,0,0,1
11037,2.0,0,0,0,1
11038,1.0,0,0,0,1
11039,1.0,0,0,0,1
11040,2.0,0,0,0,1
11041,3.0,0,0,0,1
11042,1.0,0,0,0,1
11043,1.0,0,0,0,1
11044,1.0,0,0,0,1
11045,1.0,0,0,0,1
11047,0.0,0,0,0,1
11048,1.0,0,0,0,1
11049,2.0,0,0,0,1
11050,3.0,0,0,0,1
11051,3.0,0,0,0,1
11053,2.0,0,0,0,1
11054,1.0,0,0,0,1
11055,1.0,0,0,0,1
11056,3.0,0,0,0,1
11057,3.0,0,0,0,1
11058,1.0,0,0,0,1
11059,3.0,0,0,0,1
11061,3.0,0,0,0,1
11063,4.0,0,0,0,1
11064,3.0,0,0,0,1
11065,3.0,0,0,0,1
11066,2.0,0,0,0,1
11068,1.0,0,0,0,1
11069,2.0,0,0,0,1
11071,0.0,0,0,0,1
11070,1.0,0,0,0,1
11072,3.0,0,0,0,1
11073,3.0,0,0,0,1
11074,3.0,0,0,0,1
11075,0.0,0,0,0,1
11076,3.0,0,0,0,1
11077,2.0,0,0,0,1
11078,3.0,0,0,0,1
11081,3.0,0,0,0,1
11082,2.0,0,0,0,1
11083,2.0,0,0,0,1
12568,4.0,0,0,0,1
12569,4.0,0,0,0,1
11087,0.0,0,0,0,1
11088,2.0,0,0,0,1
11089,2.0,0,0,0,1
11090,3.0,0,0,0,1
11091,4.0,0,0,0,1
11092,1.0,0,0,0,1
11094,0.0,0,0,0,1
11096,2.0,0,0,0,1
11097,0.0,0,0,0,1
11098,1.0,0,0,0,1
11099,1.0,0,0,0,1
11100,1.0,0,0,0,1
11101,2.0,0,0,0,1
11102,3.0,0,0,0,1
11103,3.0,0,0,0,1
11105,3.0,0,0,0,1
11106,3.0,0,0,0,1
11107,0.0,0,0,0,1
11108,3.0,0,0,0,1
11109,3.0,0,0,0,1
11111,3.0,0,0,0,1
11112,3.0,0,0,0,1
11114,3.0,0,0,0,1
11115,0.0,0,0,0,1
11117,1.0,0,0,0,1
11118,3.0,0,0,0,1
11119,3.0,0,0,0,1
11977,2.0,0,0,0,1
11120,1.0,0,0,0,1
11121,2.0,0,0,0,1
11122,4.0,0,0,0,1
11123,2.0,0,0,0,1
11124,0.0,0,0,0,1
11125,1.0,0,0,0,1
11126,0.0,0,0,0,1
11127,2.0,0,0,0,1
11128,0.0,0,0,0,1
11129,0.0,0,0,0,1
11131,0.0,0,0,0,1
11132,0.0,0,0,0,1
11134,0.0,0,0,0,1
11135,3.0,0,0,0,1
11136,3.0,0,0,0,1
11137,3.0,0,0,0,1
11999,3.0,0,0,0,1
11138,3.0,0,0,0,1
11139,3.0,0,0,0,1
11141,0.0,0,0,0,1
11142,0.0,0,0,0,1
11144,2.0,0,0,0,1
11145,1.0,0,0,0,1
11146,3.0,0,0,0,1
11147,1.0,0,0,0,1
11148,0.0,0,0,0,1
11155,3.0,0,0,0,1
11164,3.0,0,0,0,1
11165,3.0,0,0,0,1
11168,3.0,0,0,0,1
11156,4.0,0,0,0,1
11157,2.0,0,0,0,1
11158,3.0,0,0,0,1
11159,1.0,0,0,0,1
11162,3.0,0,0,0,1
11166,3.0,0,0,0,1
11169,1.0,0,0,0,1
11171,2.0,0,0,0,1
11172,1.0,0,0,0,1
11173,2.0,0,0,0,1
11174,0.0,0,0,0,1
11175,0.0,0,0,0,1
11176,2.0,0,0,0,1
11177,2.0,0,0,0,1
11179,0.0,0,0,0,1
11181,0.0,0,0,0,1
11182,4.0,0,0,0,1
11183,0.0,0,0,0,1
11184,0.0,0,0,0,1
11185,1.0,0,0,0,1
11186,2.0,0,0,0,1
11187,1.0,0,0,0,1
11188,2.0,0,0,0,1
11189,1.0,0,0,0,1
11190,3.0,0,0,0,1
11191,3.0,0,0,0,1
11192,2.0,0,0,0,1
11193,1.0,0,0,0,1
11195,0.0,0,0,0,1
11196,0.0,0,0,0,1
11198,0.0,0,0,0,1
11199,3.0,0,0,0,1
11200,3.0,0,0,0,1
11201,2.0,0,0,0,1
12919,0.0,0,0,0,1
11202,3.0,0,0,0,1
11204,0.0,0,0,0,1
11205,2.0,0,0,0,1
11206,2.0,0,0,0,1
11208,1.0,0,0,0,1
11209,2.0,0,0,0,1
11210,2.0,0,0,0,1
11211,0.0,0,0,0,1
11212,4.0,0,0,0,1
11214,2.0,0,0,0,1
11215,0.0,0,0,0,1
11216,1.0,0,0,0,1
11217,2.0,0,0,0,1
11219,2.0,0,0,0,1
11220,2.0,0,0,0,1
11221,2.0,0,0,0,1
11223,3.0,0,0,0,1
11225,2.0,0,0,0,1
11228,2.0,0,0,0,1
11229,0.0,0,0,0,1
11230,2.0,0,0,0,1
11232,2.0,0,0,0,1
11233,0.0,0,0,0,1
11237,1.0,0,0,0,1
11242,4.0,0,0,0,1
11248,3.0,0,0,0,1
11243,0.0,0,0,0,1
11245,2.0,0,0,0,1
11246,2.0,0,0,0,1
12279,2.0,0,0,0,1
11247,2.0,0,0,0,1
11249,3.0,0,0,0,1
12169,3.0,0,0,0,1
12185,2.0,0,0,0,1
11251,0.0,0,0,0,1
12122,2.0,0,0,0,1
11252,2.0,0,0,0,1
11253,3.0,0,0,0,1
11254,0.0,0,0,0,1
11258,2.0,0,0,0,1
11259,2.0,0,0,0,1
11260,0.0,0,0,0,1
11262,0.0,0,0,0,1
11263,0.0,0,0,0,1
11264,0.0,0,0,0,1
11265,3.0,0,0,0,1
11266,3.0,0,0,0,1
11268,2.0,0,0,0,1
11270,3.0,0,0,0,1
11272,4.0,0,0,0,1
11273,4.0,0,0,0,1
11274,0.0,0,0,0,1
11275,0.0,0,0,0,1
11276,1.0,0,0,0,1
11277,2.0,0,0,0,1
11279,2.0,0,0,0,1
11282,2.0,0,0,0,1
11283,2.0,0,0,0,1
11284,0.0,0,0,0,1
11285,0.0,0,0,0,1
11286,1.0,0,0,0,1
11287,2.0,0,0,0,1
11288,0.0,0,0,0,1
11289,4.0,0,0,0,1
11290,1.0,0,0,0,1
11291,1.0,0,0,0,1
11292,1.0,0,0,0,1
11293,1.0,0,0,0,1
11294,3.0,0,0,0,1
11295,2.0,0,0,0,1
11296,2.0,0,0,0,1
11298,2.0,0,0,0,1
12768,3.0,0,0,0,1
11300,2.0,0,0,0,1
11301,1.0,0,0,0,1
11315,0.0,0,0,0,1
11434,1.0,0,0,0,1
11442,0.0,0,0,0,1
11302,2.0,0,0,0,1
11303,2.0,0,0,0,1
11305,3.0,0,0,0,1
11308,0.0,0,0,0,1
11309,2.0,0,0,0,1
11995,2.0,0,0,0,1
11311,3.0,0,0,0,1
11312,3.0,0,0,0,1
11313,0.0,0,0,0,1
11314,1.0,0,0,0,1
11316,2.0,0,0,0,1
11317,1.0,0,0,0,1
11319,1.0,0,0,0,1
11321,4.0,0,0,0,1
11322,3.0,0,0,0,1
11324,3.0,0,0,0,1
11626,2.0,0,0,0,1
11327,1.0,0,0,0,1
11328,3.0,0,0,0,1
11329,2.0,0,0,0,1
11330,2.0,0,0,0,1
11331,2.0,0,0,0,1
11332,0.0,0,0,0,1
11335,2.0,0,0,0,1
11520,2.0,0,0,0,1
11336,0.0,0,0,0,1
11337,0.0,0,0,0,1
11338,3.0,0,0,0,1
11339,3.0,0,0,0,1
11341,2.0,0,0,0,1
11342,2.0,0,0,0,1
11344,2.0,0,0,0,1
12061,2.0,0,0,0,1
11345,0.0,0,0,0,1
11346,2.0,0,0,0,1
11347,0.0,0,0,0,1
11348,2.0,0,0,0,1
12630,2.0,0,0,0,1
11350,2.0,0,0,0,1
11353,2.0,0,0,0,1
11354,0.0,0,0,0,1
12125,2.0,0,0,0,1
11355,1.0,0,0,0,1
11358,2.0,0,0,0,1
11359,1.0,0,0,0,1
11360,2.0,0,0,0,1
11362,3.0,0,0,0,1
11363,0.0,0,0,0,1
11364,2.0,0,0,0,1
11365,0.0,0,0,0,1
11366,0.0,0,0,0,1
11368,0.0,0,0,0,1
11369,0.0,0,0,0,1
11370,0.0,0,0,0,1
12725,0.0,0,0,0,1
12726,0.0,0,0,0,1
12848,3.0,0,0,0,1
11371,2.0,0,0,0,1
11373,1.0,0,0,0,1
11377,3.0,0,0,0,1
11726,3.0,0,0,0,1
12790,3.0,0,0,0,1
11378,2.0,0,0,0,1
11380,0.0,0,0,0,1
11381,1.0,0,0,0,1
11383,2.0,0,0,0,1
11384,2.0,0,0,0,1
11385,2.0,0,0,0,1
11386,2.0,0,0,0,1
11387,0.0,0,0,0,1
11388,2.0,0,0,0,1
11389,0.0,0,0,0,1
11390,1.0,0,0,0,1
11393,3.0,0,0,0,1
11394,3.0,0,0,0,1
11395,2.0,0,0,0,1
11396,3.0,0,0,0,1
11397,2.0,0,0,0,1
11399,2.0,0,0,0,1
11401,1.0,0,0,0,1
11402,0.0,0,0,0,1
11405,1.0,0,0,0,1
11406,1.0,0,0,0,1
11407,2.0,0,0,0,1
11408,1.0,0,0,0,1
11409,2.0,0,0,0,1
11410,1.0,0,0,0,1
11411,0.0,0,0,0,1
11412,3.0,0,0,0,1
11413,2.0,0,0,0,1
11415,2.0,0,0,0,1
12255,2.0,0,0,0,1
11419,2.0,0,0,0,1
11420,3.0,0,0,0,1
11421,2.0,0,0,0,1
11422,2.0,0,0,0,1
11423,0.0,0,0,0,1
11424,3.0,0,0,0,1
11425,3.0,0,0,0,1
11426,1.0,0,0,0,1
11427,3.0,0,0,0,1
11432,3.0,0,0,0,1
11433,3.0,0,0,0,1
11435,2.0,0,0,0,1
11436,2.0,0,0,0,1
11437,3.0,0,0,0,1
11438,1.0,0,0,0,1
11439,1.0,0,0,0,1
11469,1.0,0,0,0,1
11440,2.0,0,0,0,1
11441,2.0,0,0,0,1
11444,2.0,0,0,0,1
11448,1.0,0,0,0,1
11450,3.0,0,0,0,1
11451,3.0,0,0,0,1
11452,2.0,0,0,0,1
11454,4.0,0,0,0,1
11455,4.0,0,0,0,1
11456,1.0,0,0,0,1
11457,0.0,0,0,0,1
11458,2.0,0,0,0,1
11459,3.0,0,0,0,1
11460,3.0,0,0,0,1
11463,2.0,0,0,0,1
11465,2.0,0,0,0,1
11466,2.0,0,0,0,1
11467,2.0,0,0,0,1
11468,3.0,0,0,0,1
11470,2.0,0,0,0,1
11473,2.0,0,0,0,1
11474,3.0,0,0,0,1
11475,2.0,0,0,0,1
11476,0.0,0,0,0,1
11478,2.0,0,0,0,1
11480,1.0,0,0,0,1
11481,3.0,0,0,0,1
11482,0.0,0,0,0,1
11490,0.0,0,0,0,1
11492,0.0,0,0,0,1
11530,1.0,0,0,0,1
11483,3.0,0,0,0,1
12393,2.0,0,0,0,1
11484,4.0,0,0,0,1
11485,3.0,0,0,0,1
11486,2.0,0,0,0,1
11506,2.0,0,0,0,1
11487,2.0,0,0,0,1
11488,1.0,0,0,0,1
11489,0.0,0,0,0,1
11491,0.0,0,0,0,1
11493,2.0,0,0,0,1
11494,3.0,0,0,0,1
11495,4.0,0,0,0,1
11496,2.0,0,0,0,1
11500,2.0,0,0,0,1
11501,2.0,0,0,0,1
11503,3.0,0,0,0,1
11505,0.0,0,0,0,1
11507,3.0,0,0,0,1
11509,2.0,0,0,0,1
11510,0.0,0,0,0,1
11511,3.0,0,0,0,1
11512,3.0,0,0,0,1
11513,4.0,0,0,0,1
11514,3.0,0,0,0,1
11516,2.0,0,0,0,1
11517,4.0,0,0,0,1
11518,2.0,0,0,0,1
11519,3.0,0,0,0,1
11522,1.0,0,0,0,1
11524,3.0,0,0,0,1
11525,1.0,0,0,0,1
11527,2.0,0,0,0,1
11529,0.0,0,0,0,1
11533,0.0,0,0,0,1
11534,2.0,0,0,0,1
11535,0.0,0,0,0,1
11538,2.0,0,0,0,1
11539,2.0,0,0,0,1
11542,1.0,0,0,0,1
11545,3.0,0,0,0,1
11546,2.0,0,0,0,1
11552,0.0,0,0,0,1
11554,2.0,0,0,0,1
11555,2.0,0,0,0,1
11559,2.0,0,0,0,1
11560,3.0,0,0,0,1
11561,2.0,0,0,0,1
11562,2.0,0,0,0,1
11563,3.0,0,0,0,1
11564,2.0,0,0,0,1
11565,2.0,0,0,0,1
11566,1.0,0,0,0,1
11891,0.0,0,0,0,1
11567,1.0,0,0,0,1
11572,2.0,0,0,0,1
11573,0.0,0,0,0,1
11576,3.0,0,0,0,1
11577,3.0,0,0,0,1
11579,3.0,0,0,0,1
11580,2.0,0,0,0,1
11581,2.0,0,0,0,1
12286,2.0,0,0,0,1
11582,1.0,0,0,0,1
11583,3.0,0,0,0,1
11847,3.0,0,0,0,1
11585,2.0,0,0,0,1
12366,2.0,0,0,0,1
11586,0.0,0,0,0,1
11587,2.0,0,0,0,1
11589,3.0,0,0,0,1
11594,3.0,0,0,0,1
11595,3.0,0,0,0,1
11596,2.0,0,0,0,1
11597,2.0,0,0,0,1
11598,2.0,0,0,0,1
11599,3.0,0,0,0,1
11600,2.0,0,0,0,1
11601,3.0,0,0,0,1
11604,3.0,0,0,0,1
11606,3.0,0,0,0,1
11608,1.0,0,0,0,1
11614,0.0,0,0,0,1
11610,2.0,0,0,0,1
11611,2.0,0,0,0,1
11613,2.0,0,0,0,1
11615,3.0,0,0,0,1
11618,3.0,0,0,0,1
11619,0.0,0,0,0,1
11620,2.0,0,0,0,1
11621,3.0,0,0,0,1
11622,0.0,0,0,0,1
11623,2.0,0,0,0,1
12518,0.0,0,0,0,1
11624,2.0,0,0,0,1
11625,2.0,0,0,0,1
11627,3.0,0,0,0,1
11628,3.0,0,0,0,1
11630,2.0,0,0,0,1
11631,3.0,0,0,0,1
11632,2.0,0,0,0,1
11634,2.0,0,0,0,1
11635,2.0,0,0,0,1
11636,2.0,0,0,0,1
11637,0.0,0,0,0,1
11638,2.0,0,0,0,1
12905,3.0,0,0,0,1
11639,2.0,0,0,0,1
11640,2.0,0,0,0,1
11642,2.0,0,0,0,1
11643,2.0,0,0,0,1
11644,2.0,0,0,0,1
11645,3.0,0,0,0,1
11646,2.0,0,0,0,1
11647,2.0,0,0,0,1
11648,3.0,0,0,0,1
11649,1.0,0,0,0,1
11650,1.0,0,0,0,1
11651,0.0,0,0,0,1
11653,3.0,0,0,0,1
11654,3.0,0,0,0,1
11656,2.0,0,0,0,1
11658,0.0,0,0,0,1
11659,3.0,0,0,0,1
11660,2.0,0,0,0,1
11661,4.0,0,0,0,1
11663,0.0,0,0,0,1
11757,0.0,0,0,0,1
11664,2.0,0,0,0,1
11665,2.0,0,0,0,1
11668,2.0,0,0,0,1
11669,2.0,0,0,0,1
11670,4.0,0,0,0,1
11672,2.0,0,0,0,1
11673,2.0,0,0,0,1
11674,2.0,0,0,0,1
11675,3.0,0,0,0,1
11676,3.0,0,0,0,1
11677,2.0,0,0,0,1
11679,1.0,0,0,0,1
11680,3.0,0,0,0,1
11683,3.0,0,0,0,1
11684,3.0,0,0,0,1
11686,3.0,0,0,0,1
11687,3.0,0,0,0,1
11681,0.0,0,0,0,1
11688,2.0,0,0,0,1
11689,3.0,0,0,0,1
11690,2.0,0,0,0,1
11692,3.0,0,0,0,1
11693,3.0,0,0,0,1
11694,4.0,0,0,0,1
11695,3.0,0,0,0,1
12683,3.0,0,0,0,1
11696,2.0,0,0,0,1
11697,3.0,0,0,0,1
11698,3.0,0,0,0,1
11700,2.0,0,0,0,1
11701,3.0,0,0,0,1
11702,3.0,0,0,0,1
11704,2.0,0,0,0,1
11705,3.0,0,0,0,1
11706,2.0,0,0,0,1
11707,2.0,0,0,0,1
11711,2.0,0,0,0,1
11712,2.0,0,0,0,1
11714,2.0,0,0,0,1
11715,2.0,0,0,0,1
11717,0.0,0,0,0,1
11718,3.0,0,0,0,1
11720,2.0,0,0,0,1
11722,2.0,0,0,0,1
11723,1.0,0,0,0,1
11724,0.0,0,0,0,1
11727,2.0,0,0,0,1
11728,2.0,0,0,0,1
11773,2.0,0,0,0,1
11730,2.0,0,0,0,1
11732,2.0,0,0,0,1
11733,3.0,0,0,0,1
11734,1.0,0,0,0,1
11735,3.0,0,0,0,1
11737,2.0,0,0,0,1
11738,2.0,0,0,0,1
12431,2.0,0,0,0,1
11739,2.0,0,0,0,1
11740,3.0,0,0,0,1
11742,2.0,0,0,0,1
11743,2.0,0,0,0,1
11744,2.0,0,0,0,1
11745,1.0,0,0,0,1
11746,2.0,0,0,0,1
11747,2.0,0,0,0,1
11748,3.0,0,0,0,1
11749,2.0,0,0,0,1
11753,2.0,0,0,0,1
11750,2.0,0,0,0,1
11751,2.0,0,0,0,1
11752,2.0,0,0,0,1
11755,2.0,0,0,0,1
11756,2.0,0,0,0,1
11760,2.0,0,0,0,1
11761,2.0,0,0,0,1
11762,2.0,0,0,0,1
11763,2.0,0,0,0,1
11764,1.0,0,0,0,1
11766,3.0,0,0,0,1
11767,2.0,0,0,0,1
11768,3.0,0,0,0,1
11769,3.0,0,0,0,1
11771,2.0,0,0,0,1
11772,1.0,0,0,0,1
11774,2.0,0,0,0,1
11776,2.0,0,0,0,1
11777,2.0,0,0,0,1
11778,2.0,0,0,0,1
11779,3.0,0,0,0,1
11782,2.0,0,0,0,1
12501,2.0,0,0,0,1
11783,3.0,0,0,0,1
11784,2.0,0,0,0,1
11785,2.0,0,0,0,1
11786,2.0,0,0,0,1
11787,2.0,0,0,0,1
11788,2.0,0,0,0,1
11789,2.0,0,0,0,1
11790,2.0,0,0,0,1
11791,2.0,0,0,0,1
11793,3.0,0,0,0,1
11794,2.0,0,0,0,1
11795,2.0,0,0,0,1
11797,2.0,0,0,0,1
11798,3.0,0,0,0,1
11799,2.0,0,0,0,1
11800,2.0,0,0,0,1
11801,2.0,0,0,0,1
11802,2.0,0,0,0,1
11803,3.0,0,0,0,1
11804,3.0,0,0,0,1
11806,0.0,0,0,0,1
11898,1.0,0,0,0,1
11808,0.0,0,0,0,1
11809,2.0,0,0,0,1
11812,2.0,0,0,0,1
11813,3.0,0,0,0,1
11814,0.0,0,0,0,1
11815,2.0,0,0,0,1
11816,2.0,0,0,0,1
11817,1.0,0,0,0,1
11818,0.0,0,0,0,1
11819,0.0,0,0,0,1
11820,4.0,0,0,0,1
11821,2.0,0,0,0,1
12593,3.0,0,0,0,1
11822,3.0,0,0,0,1
11823,3.0,0,0,0,1
11825,1.0,0,0,0,1
11826,3.0,0,0,0,1
11827,3.0,0,0,0,1
11828,2.0,0,0,0,1
11829,2.0,0,0,0,1
11830,2.0,0,0,0,1
11832,2.0,0,0,0,1
11833,1.0,0,0,0,1
11834,2.0,0,0,0,1
11838,2.0,0,0,0,1
11840,3.0,0,0,0,1
11841,2.0,0,0,0,1
12583,2.0,0,0,0,1
11842,3.0,0,0,0,1
11844,2.0,0,0,0,1
11845,1.0,0,0,0,1
11846,2.0,0,0,0,1
11848,0.0,0,0,0,1
11849,3.0,0,0,0,1
11850,3.0,0,0,0,1
11851,3.0,0,0,0,1
11852,2.0,0,0,0,1
11853,3.0,0,0,0,1
11856,2.0,0,0,0,1
11858,2.0,0,0,0,1
11861,1.0,0,0,0,1
11862,2.0,0,0,0,1
11864,2.0,0,0,0,1
11865,1.0,0,0,0,1
11866,1.0,0,0,0,1
11867,2.0,0,0,0,1
11868,2.0,0,0,0,1
11869,2.0,0,0,0,1
11870,1.0,0,0,0,1
11873,3.0,0,0,0,1
11875,2.0,0,0,0,1
11876,4.0,0,0,0,1
12613,3.0,0,0,0,1
11879,2.0,0,0,0,1
11880,1.0,0,0,0,1
11881,2.0,0,0,0,1
11882,2.0,0,0,0,1
11883,2.0,0,0,0,1
11884,2.0,0,0,0,1
11885,2.0,0,0,0,1
11886,2.0,0,0,0,1
11889,2.0,0,0,0,1
11890,2.0,0,0,0,1
11894,2.0,0,0,0,1
11895,3.0,0,0,0,1
11896,3.0,0,0,0,1
11897,0.0,0,0,0,1
12051,1.0,0,0,0,1
11899,2.0,0,0,0,1
11900,2.0,0,0,0,1
11901,2.0,0,0,0,1
11902,2.0,0,0,0,1
11905,0.0,0,0,0,1
11906,2.0,0,0,0,1
12369,2.0,0,0,0,1
11907,2.0,0,0,0,1
11908,3.0,0,0,0,1
11909,3.0,0,0,0,1
11910,3.0,0,0,0,1
11911,2.0,0,0,0,1
11912,2.0,0,0,0,1
11915,3.0,0,0,0,1
11914,3.0,0,0,0,1
11916,2.0,0,0,0,1
11917,3.0,0,0,0,1
11918,2.0,0,0,0,1
11919,0.0,0,0,0,1
11920,2.0,0,0,0,1
11922,3.0,0,0,0,1
11923,3.0,0,0,0,1
11925,2.0,0,0,0,1
11927,4.0,0,0,0,1
11928,0.0,0,0,0,1
11929,2.0,0,0,0,1
11931,2.0,0,0,0,1
11932,0.0,0,0,0,1
11933,3.0,0,0,0,1
11934,3.0,0,0,0,1
11935,2.0,0,0,0,1
11936,2.0,0,0,0,1
11937,3.0,0,0,0,1
11940,1.0,0,0,0,1
11941,1.0,0,0,0,1
11943,3.0,0,0,0,1
11944,3.0,0,0,0,1
11945,2.0,0,0,0,1
11946,3.0,0,0,0,1
11947,2.0,0,0,0,1
11949,3.0,0,0,0,1
11951,2.0,0,0,0,1
12637,2.0,0,0,0,1
11952,2.0,0,0,0,1
11953,2.0,0,0,0,1
12417,2.0,0,0,0,1
11955,2.0,0,0,0,1
11957,3.0,0,0,0,1
11958,3.0,0,0,0,1
11959,3.0,0,0,0,1
11960,3.0,0,0,0,1
11962,2.0,0,0,0,1
11963,3.0,0,0,0,1
11964,1.0,0,0,0,1
11965,3.0,0,0,0,1
11966,1.0,0,0,0,1
11967,2.0,0,0,0,1
11968,1.0,0,0,0,1
12016,4.0,0,0,0,1
11970,2.0,0,0,0,1
11971,2.0,0,0,0,1
11972,2.0,0,0,0,1
11973,2.0,0,0,0,1
